cod_mun7	municipio	abertura_rank	arrecadacao_rank	bancaria_rank	empregos_rank	indica_rank
2902500	Baianópolis	0.0000	0.5506	0.7095	0.4932	0.4383
2914109	Ipupiara	0.0000	0.5637	0.7040	0.4788	0.4366
2900207	Abaré	0.0000	0.5343	0.6753	0.5345	0.4360
2930600	Serrolândia	0.0000	0.5547	0.6828	0.5037	0.4353
2915304	Itagimirim	0.0000	0.5763	0.6645	0.5001	0.4352
2924603	Pindobaçu	0.0000	0.5417	0.6891	0.5077	0.4346
2903003	Barra do Mendes	0.0000	0.5416	0.7263	0.4700	0.4345
2921807	Mortugaba	0.0000	0.5594	0.6924	0.4847	0.4341
2931806	Tremedal	0.0000	0.5394	0.6991	0.4958	0.4336
2918308	Jitaúna	0.0000	0.5536	0.6806	0.4984	0.4331
2926806	Rio do Antônio	0.0000	0.5503	0.6989	0.4829	0.4330
2926509	Ribeira do Amparo	0.0000	0.5449	0.6687	0.5162	0.4324
2920205	Malhada	0.0000	0.5454	0.6898	0.4943	0.4324
2921401	Mirangaba	0.0000	0.5096	0.7060	0.5107	0.4316
2916906	Itiruçu	0.0000	0.5788	0.6454	0.4997	0.4310
2900405	Água Fria	0.0000	0.5222	0.6912	0.5086	0.4305
2917409	Jacaraci	0.0000	0.5550	0.6927	0.4731	0.4302
2900355	Adustina	0.0000	0.5457	0.6991	0.4746	0.4299
2931301	Tapiramutá	0.0000	0.5341	0.6876	0.4947	0.4291
2901601	Antas	0.0000	0.5311	0.6946	0.4869	0.4282
2915106	Itagi	0.0000	0.5380	0.6815	0.4919	0.4279
2932408	Uibaí	0.0000	0.5435	0.6838	0.4830	0.4276
2925907	Quijingue	0.0000	0.5447	0.6763	0.4880	0.4272
2903805	Boa Vista do Tupim	0.0000	0.4972	0.6816	0.5288	0.4269
2910750	Fátima	0.0000	0.5550	0.6480	0.5035	0.4266
2926905	Rio do Pires	0.0000	0.5563	0.6885	0.4601	0.4262
2903607	Biritinga	0.0000	0.5258	0.6705	0.5052	0.4254
2917334	Iuiu	0.0000	0.5345	0.6917	0.4752	0.4253
2904001	Boninal	0.0000	0.5386	0.6923	0.4692	0.4250
2901304	Andaraí	0.0000	0.4918	0.7019	0.5062	0.4250
2930402	Serra Preta	0.0000	0.5131	0.6738	0.5118	0.4247
2904308	Brejões	0.0000	0.5234	0.6765	0.4983	0.4246
2901908	Aporá	0.0000	0.5142	0.6824	0.5007	0.4243
2925600	Presidente Dutra	0.0000	0.5433	0.6804	0.4711	0.4237
2913101	Ibititá	0.0000	0.5198	0.6865	0.4883	0.4237
2900306	Acajutiba	0.0000	0.5295	0.6749	0.4883	0.4232
2916203	Itapé	0.0000	0.4941	0.6926	0.5045	0.4228
2921302	Milagres	0.0000	0.5273	0.6513	0.5102	0.4222
2907608	Central	0.0000	0.5170	0.6765	0.4946	0.4220
2923506	Palmeiras	0.0000	0.5643	0.6580	0.4645	0.4217
2904209	Botuporã	0.0000	0.5482	0.6952	0.4431	0.4216
2925402	Potiraguá	0.0000	0.5684	0.6355	0.4821	0.4215
2926103	Retirolândia	0.5873	0.5703	0.0000	0.5215	0.4198
2909109	Coribe	0.0000	0.5368	0.6603	0.4813	0.4196
2929800	Saúde	0.0000	0.5135	0.6860	0.4784	0.4195
2913804	Ipecaetá	0.0000	0.5047	0.6524	0.5179	0.4187
2931608	Teolândia	0.0000	0.5250	0.6477	0.5002	0.4183
2922607	Nilo Peçanha	0.0000	0.5326	0.6535	0.4834	0.4174
2925956	Rafael Jambeiro	0.0000	0.5365	0.6057	0.5234	0.4164
2912400	Ibipeba	0.0000	0.5228	0.6580	0.4828	0.4159
2904050	Bonito	0.0000	0.5590	0.6109	0.4866	0.4141
2915403	Itaju do Colônia	0.0000	0.5494	0.6282	0.4760	0.4134
2912509	Ibipitanga	0.0000	0.5536	0.6212	0.4787	0.4134
2924504	Pindaí	0.0000	0.5380	0.6568	0.4584	0.4133
2930808	Souto Soares	0.0000	0.4899	0.6827	0.4803	0.4132
2927606	Santa Brígida	0.0000	0.5354	0.6242	0.4926	0.4131
2904506	Brotas de Macaúbas	0.0000	0.5305	0.6679	0.4531	0.4129
2904753	Buritirama	0.0000	0.5006	0.6436	0.5041	0.4121
2927903	Santa Inês	0.0000	0.5193	0.6609	0.4681	0.4121
2929255	São Gabriel	0.0000	0.5354	0.6239	0.4887	0.4120
2924207	Pedro Alexandre	0.0000	0.4898	0.6586	0.4990	0.4119
2910107	Dom Basílio	0.0000	0.5554	0.6177	0.4714	0.4111
2916609	Itapitanga	0.0000	0.4910	0.6575	0.4955	0.4110
2905107	Caém	0.0000	0.4836	0.6672	0.4817	0.4081
2920304	Malhada de Pedras	0.0000	0.5128	0.6586	0.4608	0.4081
2925709	Presidente Jânio Quadros	0.0000	0.5126	0.6651	0.4506	0.4071
2927101	Rodelas	0.0000	0.5015	0.6466	0.4719	0.4050
2906402	Candeal	0.0000	0.4850	0.6711	0.4639	0.4050
2904852	Cabaceiras do Paraguaçu	0.0000	0.5590	0.5489	0.5054	0.4033
2901155	América Dourada	0.0000	0.4710	0.6598	0.4821	0.4032
2933406	Wagner	0.0000	0.5016	0.6556	0.4499	0.4018
2931103	Tanquinho	0.0000	0.4690	0.6756	0.4584	0.4008
2910008	Dário Meira	0.0000	0.4890	0.6160	0.4898	0.3987
2904803	Caatiba	0.0000	0.4736	0.6326	0.4882	0.3986
2911006	Floresta Azul	0.0000	0.5137	0.5925	0.4859	0.3980
2907707	Chorrochó	0.0000	0.4835	0.6500	0.4553	0.3972
2931400	Teodoro Sampaio	0.0000	0.4561	0.6697	0.4598	0.3964
2920452	Mansidão	0.0000	0.4806	0.6386	0.4607	0.3950
2929057	São Félix do Coribe	0.4265	0.6062	0.0000	0.5330	0.3914
2918506	Jussara	0.0000	0.5430	0.6708	0.3506	0.3911
2924900	Planaltino	0.0000	0.4605	0.6345	0.4624	0.3893
2927804	Santa Cruz da Vitória	0.0000	0.4580	0.6118	0.4669	0.3842
2913408	Igaporã	0.4525	0.5654	0.0000	0.4192	0.3593
2905156	Caetanos	0.3768	0.5158	0.0000	0.4385	0.3328
2918902	Lajedão	0.0000	0.7118	0.0000	0.5068	0.3046
2913457	Igrapiúna	0.0000	0.6560	0.0000	0.5530	0.3022
2923308	Ouriçangas	0.2664	0.4668	0.0000	0.4640	0.2993
2901353	Andorinha	0.0000	0.6265	0.0000	0.5566	0.2958
2903300	Barro Preto	0.1467	0.5093	0.0000	0.4807	0.2842
2905404	Cairu	0.0000	0.5639	0.0000	0.5666	0.2826
2906204	Canarana	0.0000	0.5789	0.0000	0.5275	0.2766
2906857	Capela do Alto Alegre	0.0000	0.6124	0.0000	0.4824	0.2737
2916302	Itapebi	0.0000	0.5927	0.0000	0.4980	0.2727
2931509	Teofilândia	0.0000	0.5607	0.0000	0.5231	0.2709
2917805	Jaguaripe	0.0000	0.5795	0.0000	0.5008	0.2701
2910859	Filadélfia	0.0000	0.5655	0.0000	0.5068	0.2681
2902005	Aracatu	0.0000	0.5348	0.0000	0.5369	0.2679
2920700	Maraú	0.0000	0.5254	0.0000	0.5422	0.2669
2929750	Saubara	0.0000	0.5337	0.0000	0.5218	0.2639
2920908	Mascote	0.0000	0.5469	0.0000	0.5052	0.2630
2931707	Terra Nova	0.0000	0.5195	0.0000	0.5302	0.2624
2922250	Muquém do São Francisco	0.0000	0.5663	0.0000	0.4797	0.2615
2927309	Salinas da Margarida	0.0000	0.5506	0.0000	0.4902	0.2602
2929404	São Miguel das Matas	0.0000	0.5609	0.0000	0.4785	0.2599
2930907	Tabocas do Brejo Velho	0.0000	0.5496	0.0000	0.4867	0.2591
2918753	Lagoa Real	0.0000	0.5506	0.0000	0.4854	0.2590
2918209	Jiquiriçá	0.0000	0.5350	0.0000	0.4966	0.2579
2902054	Araçás	0.0000	0.5279	0.0000	0.5014	0.2573
2909703	Cristópolis	0.0000	0.5480	0.0000	0.4798	0.2570
2933109	Várzea do Poço	0.0000	0.5696	0.0000	0.4574	0.2567
2911402	Glória	0.0000	0.5345	0.0000	0.4918	0.2566
2909406	Cotegipe	0.0000	0.5271	0.0000	0.4985	0.2564
2924058	Pé de Serra	0.0000	0.5395	0.0000	0.4850	0.2561
2928059	Santa Luzia	0.0000	0.5263	0.0000	0.4945	0.2552
2933158	Várzea Nova	0.0000	0.5343	0.0000	0.4860	0.2551
2913002	Ibitiara	0.0000	0.5620	0.0000	0.4545	0.2541
2902401	Aurelino Leal	0.0000	0.5220	0.0000	0.4932	0.2538
2922730	Nova Fátima	0.0000	0.5469	0.0000	0.4656	0.2531
2911857	Heliópolis	0.0000	0.5327	0.0000	0.4786	0.2528
2933059	Várzea da Roça	0.0000	0.5234	0.0000	0.4864	0.2524
2923902	Pau Brasil	0.0000	0.5113	0.0000	0.4954	0.2517
2906824	Canudos	0.0000	0.5265	0.0000	0.4798	0.2516
2920403	Manoel Vitorino	0.0000	0.5169	0.0000	0.4885	0.2513
2929370	São José do Jacuípe	0.0000	0.5371	0.0000	0.4661	0.2508
2915007	Itaeté	0.0000	0.5375	0.0000	0.4655	0.2507
2922052	Mulungu do Morro	0.0000	0.5104	0.0000	0.4918	0.2505
2900108	Abaíra	0.0000	0.5300	0.0000	0.4719	0.2505
2901809	Antônio Gonçalves	0.0000	0.5230	0.0000	0.4709	0.2485
2920809	Marcionílio Souza	0.0000	0.5134	0.0000	0.4798	0.2483
2922755	Nova Ibiá	0.0000	0.5541	0.0000	0.4381	0.2481
2928505	Santa Terezinha	0.0000	0.5301	0.0000	0.4613	0.2478
2930766	Sítio do Quinto	0.0000	0.5123	0.0000	0.4784	0.2477
2930006	Sebastião Laranjeiras	0.0000	0.5120	0.0000	0.4786	0.2477
2902252	Arataca	0.0000	0.4961	0.0000	0.4929	0.2473
2903235	Barro Alto	0.0000	0.5032	0.0000	0.4845	0.2469
2924652	Pintadas	0.0000	0.4994	0.0000	0.4875	0.2467
2909000	Cordeiros	0.0000	0.5301	0.0000	0.4563	0.2466
2919058	Lajedo do Tabocal	0.0000	0.5117	0.0000	0.4745	0.2466
2904407	Brejolândia	0.0000	0.5221	0.0000	0.4621	0.2460
2901502	Anguera	0.0000	0.4942	0.0000	0.4895	0.2459
2906105	Canápolis	0.0000	0.4989	0.0000	0.4833	0.2456
2917904	Jandaíra	0.0000	0.4984	0.0000	0.4806	0.2447
2933257	Vereda	0.0000	0.5273	0.0000	0.4506	0.2445
2911659	Guajeru	0.0000	0.5146	0.0000	0.4629	0.2444
2928950	São Domingos	0.0000	0.5143	0.0000	0.4632	0.2444
2902658	Banzaê	0.0000	0.5015	0.0000	0.4760	0.2444
2932457	Umburanas	0.0000	0.5147	0.0000	0.4617	0.2441
2926657	Ribeirão do Largo	0.0000	0.4852	0.0000	0.4910	0.2441
2924702	Piripá	0.0000	0.5188	0.0000	0.4557	0.2436
2914307	Iramaia	0.0000	0.4967	0.0000	0.4731	0.2425
2903102	Barra do Rocha	0.0000	0.4072	0.0000	0.5606	0.2420
2918605	Jussiape	0.0000	0.5151	0.0000	0.4522	0.2418
2921054	Matina	0.0000	0.5009	0.0000	0.4648	0.2414
2902203	Aramari	0.0000	0.5020	0.0000	0.4613	0.2408
2918555	Jussari	0.0000	0.4830	0.0000	0.4796	0.2406
2925931	Quixabeira	0.0000	0.4974	0.0000	0.4645	0.2405
2921609	Morpará	0.0000	0.5097	0.0000	0.4522	0.2405
2910776	Feira da Mata	0.0000	0.5209	0.0000	0.4400	0.2402
2930758	Sítio do Mato	0.0000	0.4660	0.0000	0.4944	0.2401
2922656	Nordestina	0.0000	0.5013	0.0000	0.4585	0.2400
2905503	Caldeirão Grande	0.0000	0.4788	0.0000	0.4787	0.2394
2918456	Jucuruçu	0.0000	0.4839	0.0000	0.4731	0.2393
2923050	Novo Triunfo	0.0000	0.4879	0.0000	0.4687	0.2392
2900504	Érico Cardoso	0.0000	0.4991	0.0000	0.4550	0.2385
2933174	Varzedo	0.0000	0.4766	0.0000	0.4753	0.2380
2915700	Itamari	0.0000	0.4831	0.0000	0.4659	0.2372
2922201	Muniz Ferreira	0.0000	0.4982	0.0000	0.4503	0.2371
2924678	Piraí do Norte	0.0000	0.4893	0.0000	0.4590	0.2371
2919900	Macururé	0.0000	0.4643	0.0000	0.4825	0.2367
2910305	Elísio Medrado	0.0000	0.5035	0.0000	0.4392	0.2357
